row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRINITY_DN207379_c3_g2,12.61318011768866,-7.123839847592681,1.6052479390348593,-4.437843945699644,9.086445595712195e-6,0.005490373261079085
TRINITY_DN207445_c0_g1,169.10843933700266,-1.269518771941073,0.2569022532993386,-4.941641249295891,7.746766237485755e-7,6.05543505400516e-4
TRINITY_DN207476_c11_g1,1107.8613170456124,-1.9970878204481441,0.21605203982328464,-9.24354994325266,2.3845184871549296e-20,1.4021075473955486e-16
TRINITY_DN207476_c11_g2,250.28846903437702,-2.4521323340533785,0.30518799590029105,-8.034825638602518,9.371207239191393e-16,3.5499124207438063e-12
TRINITY_DN207511_c4_g1,115.83015170154151,-2.45303461797859,0.33701000691706146,-7.278818336638545,3.3675678954959107e-13,8.504468915469586e-10
TRINITY_DN207669_c1_g1,26.79653433573272,-3.6885451332696877,0.7147144371809946,-5.160865572854798,2.458106461859496e-7,2.1377549581314627e-4
TRINITY_DN207669_c2_g1,75.39274260849949,-4.776360074309262,0.5442821613080256,-8.775521988136916,1.7011294500447609e-18,8.483317234531445e-15
TRINITY_DN207669_c2_g2,28.153734926012948,-3.9375746524120125,0.7134625778158603,-5.5189645187365,3.410030306353436e-8,3.711120910447289e-5
TRINITY_DN207681_c7_g1,292.24285318968373,-3.0294186157391523,0.28346971071522303,-10.686921745874082,1.1719631159194522e-26,9.053139314450493e-23
TRINITY_DN207687_c0_g1,817.4621851669453,-1.8405821542655993,0.24865377822368603,-7.402188566826574,1.3395809073021844e-13,3.5183020865566035e-10
TRINITY_DN207690_c8_g2,153.31975661076484,-1.8774629206139213,0.32262323425304634,-5.81936674511592,5.907099540639487e-9,7.295230897582929e-6
TRINITY_DN207750_c5_g1,65.44980546682113,-1.555642616488037,0.3965930202232277,-3.922516376139002,8.762893525879674e-5,0.03823096148544999
TRINITY_DN207759_c12_g1,51.138298552586285,-1.8466630747973531,0.45060872901889715,-4.098152023859062,4.164617342710941e-5,0.020611873645558172
TRINITY_DN207825_c0_g1,333.3737819809343,-2.8092917251278524,0.2885186040049986,-9.736951746373974,2.0975184975833567e-22,1.4247322066610895e-18
TRINITY_DN207825_c0_g2,92.78885894469006,-1.9085514598153808,0.4222213236578585,-4.5202630773853345,6.17628315249371e-6,0.0039500438954640895
TRINITY_DN207825_c0_g3,82.38859569180475,-2.3179171638179707,0.3921328655886923,-5.911050481163268,3.39932826186636e-9,4.539693423829345e-6
TRINITY_DN207855_c0_g2,10.356152301913895,-6.839126786413366,1.6365129639268636,-4.179085004009176,2.9268428158526596e-5,0.01539476336798079
TRINITY_DN207902_c5_g1,298.3356813407513,-1.3546130150513134,0.26081242024238444,-5.193820960644482,2.0602127934416936e-7,1.834675989861863e-4
TRINITY_DN207903_c2_g1,23.53949624795015,-3.962836853968425,0.8873231651646531,-4.4660581505646535,7.967396223696799e-6,0.004919842191969063
TRINITY_DN207903_c3_g1,124.91067460316145,-3.930202104038899,0.7229427015503747,-5.436395022192561,5.436934730512239e-8,5.666537347187284e-5
TRINITY_DN207969_c7_g1,754.7580693571043,-1.0246207279866428,0.18003393784752753,-5.6912643262538865,1.2610211832391342e-8,1.4874122407558055e-5
TRINITY_DN207992_c3_g1,449.4088043633991,-1.4687114453427201,0.2412768723375355,-6.08724504389322,1.148700914370795e-9,1.6699101783330683e-6
TRINITY_DN208094_c0_g1,284.2860211046992,-1.3873685276371295,0.26773487347005587,-5.181874552447111,2.196669429658153e-7,1.940373270216177e-4
TRINITY_DN208096_c2_g1,585.1132229509859,-1.4076515173720483,0.1699689680832965,-8.281814811526079,1.2131214307828758e-16,5.030789034058044e-13
TRINITY_DN208162_c0_g1,343.95637727252927,-1.410578267368273,0.260421501713475,-5.416519980444016,6.077020251421954e-8,6.283782491629782e-5
TRINITY_DN208300_c9_g1,784.5242285620202,-1.2635192379830977,0.24565705575298039,-5.14342742613355,2.69770896248778e-7,2.335818716458403e-4
TRINITY_DN208418_c1_g1,84.05045650205932,-2.3439244281620844,0.4297275337942762,-5.454443208389326,4.9126532273904856e-8,5.174875944979781e-5
TRINITY_DN208418_c2_g1,236.19583865142846,-2.487335776029418,0.31194465475114225,-7.973644485153051,1.5406230800402522e-15,5.568334775063283e-12
TRINITY_DN208418_c2_g2,40.61066707948847,-2.478298361138648,0.5303796259021366,-4.672687712924955,2.97283604094959e-6,0.0020439570771389587
TRINITY_DN208459_c0_g1,2014.1299001466027,-1.2305324960108739,0.1831195217512186,-6.719832403683553,1.8193369681671934e-11,3.429432775072019e-8
TRINITY_DN208698_c6_g1,178.40600102395854,-1.6802393299598646,0.2608395496187044,-6.441658607431429,1.1817486356573156e-10,2.0067467144373405e-7
TRINITY_DN208703_c0_g1,11.582346668703064,-6.99685196414057,1.6534087278092604,-4.2317739385658655,2.3185538180279353e-5,0.012529827404824957
TRINITY_DN208734_c14_g2,314.3196872937856,-2.0098422055417093,0.22451489803455463,-8.951932469231412,3.4931263997902933e-19,1.911336883111921e-15
TRINITY_DN208757_c6_g1,114.3983329569226,-1.3230519840450765,0.27945675428301886,-4.734371110261877,2.197353533790424e-6,0.001559776558977796
TRINITY_DN208822_c2_g4,1220.1203547848488,-1.5553091634421943,0.2599894719343164,-5.982200555548368,2.2014297439125374e-9,3.0430942673719823e-6
TRINITY_DN208823_c1_g1,248.7799620744642,-1.2797869178268253,0.3137562612732398,-4.078920728572495,4.5245260284038556e-5,0.02203332321048292
TRINITY_DN208844_c0_g1,607.8518954838878,-1.3649939160041953,0.1889109755437019,-7.22559349490217,4.989180799315025e-13,1.228470397025341e-9
TRINITY_DN208885_c1_g2,24.70694439721204,-8.091845982626069,1.5296779259929083,-5.28990177940476,1.223820629671319e-7,1.1534450878641193e-4
TRINITY_DN208896_c8_g1,205.35610991824092,-2.2777497970387977,0.28396181727453257,-8.021324200910726,1.0461121952193552e-15,3.8880141392943665e-12
TRINITY_DN208955_c2_g1,406.18326842227384,-1.3314488427472846,0.24475896877960343,-5.439836788764239,5.332940432449541e-8,5.57289446044859e-5
TRINITY_DN209297_c3_g1,1008.3017398140576,-1.1603097338541566,0.21060664895020936,-5.509368956952882,3.601223704980954e-8,3.876363099686917e-5
TRINITY_DN209395_c0_g1,1001.0196428734702,-1.1394744105254957,0.26260267518313135,-4.339157663686632,1.4302988446714897e-5,0.008190186391617938
TRINITY_DN209404_c2_g1,345.7241849594673,-1.1252875548058583,0.23159988556613137,-4.858756955147726,1.1812503171731095e-6,8.764009768445758e-4
TRINITY_DN209451_c4_g7,32.67618215356368,-2.037546838293092,0.5120681709317441,-3.9790538720374524,6.919006312683947e-5,0.03140360004566712
TRINITY_DN209484_c9_g2,25.90174016395706,-5.070507748346855,0.9714289560698477,-5.219638262442606,1.7927293802755743e-7,1.63110633912588e-4
TRINITY_DN209698_c0_g1,376.5791128094909,-1.1358749931784053,0.2131070461231769,-5.330067746900608,9.817613666993582e-8,9.583242985412967e-5
TRINITY_DN209704_c5_g1,102.6065291227567,-1.3935023540277474,0.3244848193187694,-4.2945070803413765,1.7508189419176195e-5,0.009769941682927637
TRINITY_DN209776_c2_g1,1337.2847786709751,-1.0265759756989836,0.19322583797862186,-5.312829725249074,1.0793588471731033e-7,1.0296064152756835e-4
TRINITY_DN209777_c13_g2,732.0697733536547,-1.2398210780723693,0.18138123842375253,-6.835442788056354,8.175212089094895e-12,1.6023537712716875e-8
TRINITY_DN209804_c5_g1,226.38903832984894,-1.0350621834411995,0.25531728567104295,-4.05402313721445,5.034423374592186e-5,0.024158057684829006
TRINITY_DN209888_c0_g2,102.01126408019802,-1.3311622323602024,0.33639148206845354,-3.9571817460268486,7.583922890403646e-5,0.03383674987171112
TRINITY_DN209897_c5_g2,999.2019132903938,-1.0643090736104615,0.18148016204974002,-5.86460283917289,4.502089961274206e-9,5.752944213885843e-6
TRINITY_DN209974_c1_g2,128.1534217371904,-1.5976316978148988,0.39691622273308264,-4.025110605996245,5.694854223407548e-5,0.026901221275974916
TRINITY_DN210194_c0_g1,1205.5513693902228,-1.205372431360637,0.16980818447262463,-7.0984354205551226,1.2617712195379025e-12,2.8568458331196016e-9
TRINITY_DN210276_c8_g1,2657.4174295500206,-1.323016361286072,0.19173256413170897,-6.900321639558514,5.188492842150973e-12,1.0735199597073752e-8
TRINITY_DN210294_c4_g1,1352.0112204805691,-1.1826099739567,0.18188000323958486,-6.502144011944428,7.918323976630563e-11,1.3622387200023172e-7
TRINITY_DN210323_c8_g1,657.5068145976927,-1.5133743537870945,0.19016191090578424,-7.958346372196986,1.7435370104858692e-15,6.18818983118959e-12
TRINITY_DN210350_c0_g1,594.5776294979146,-1.2364940640635997,0.2660548380518919,-4.647515802070967,3.3595636510607907e-6,0.002281972025280797
TRINITY_DN210383_c3_g2,374.4966152733958,-12.014207292641583,2.4382506319413744,-4.927388159057167,8.333609630124207e-7,6.450164736174112e-4
TRINITY_DN210530_c4_g1,187.42062587213925,-2.935970107944726,0.6828737165473746,-4.299433463026017,1.7123527394556106e-5,0.009609738209318387
TRINITY_DN210612_c0_g1,1379.012678749388,-1.7692841040163527,0.21576736964631069,-8.199961407123753,2.40464216305909e-16,9.766392169951013e-13
TRINITY_DN210617_c0_g2,248.6612252928936,-1.5606231298465656,0.24909040310477365,-6.26528806567521,3.721368162771461e-10,5.864325462039733e-7
